coords,points,values
"52.3675833333,4.52148333333;52.36805,4.51998333333;52.36825,4.47708333333;52.3028,4.27583333333;52.2899,4.23766666667;52.2242,4.03535;52.15755,3.85615;52.1573833333,3.37381666667;52.0491833333,3.28363333333;51.9849,3.25318333333;51.9824833333,3.25315;51.9773333333,3.26021666667;51.9705666667,3.26701666667;51.9459,3.26485;51.8258666667,3.18693333333;51.7341666667,3.0703;51.6116666667,3.0337;51.5275166667,3.0662;51.5194,3.07503333333;51.4927166667,3.10716666667;51.4806833333,3.12676666667;51.4747666667,3.13386666667;51.4595,3.15223333333;51.4479333333,3.16175;51.4186,3.19726666667;51.4119833333,3.219;51.4022666667,3.22578333333;51.3867666667,3.24193333333;51.3801666667,3.24921666667;51.3793333333,3.24976666667;51.35965,3.23585;51.3587666667,3.23556666667;51.35435,3.23681666667;51.3525666667,3.23691666667;51.3516833333,3.23653333333;51.3509,3.23586666667;51.3501833333,3.23496666667;51.3485333333,3.23161666667;51.3484166667,3.23041666667;51.3494833333,3.2259;51.34905,3.2247",7,value
"52.3854666667,4.53381666667;52.4025666667,4.42948333333;52.3801166667,4.25586666667;52.37995,4.24573333333;52.3754333333,4.21998333333;52.3692166667,4.17198333333;52.4049,4.06858333333;52.3967,3.89488333333;52.395,3.85971666667;52.3933666667,3.75861666667;52.4113166667,3.70131666667;52.4242,3.49863333333;52.3881666667,3.44821666667;52.3826,3.44021666667;52.37025,3.19148333333;52.3689666667,3.18433333333;52.36865,3.17696666667;52.3690833333,3.16956666667;52.3521666667,2.828;52.3505,2.81966666667;52.3481833333,2.77598333333;52.3469,2.77441666667;52.3469833333,2.77398333333;52.34805,2.7719;52.34755,2.76555;52.3375333333,2.58695;52.33245,2.48528333333;52.2980833333,2.35145;52.29525,2.34398333333;52.29415,2.33966666667;52.2928833333,2.33116666667;52.2729666667,2.2535;52.2722833333,2.25133333333;52.2702166667,2.24991666667;52.2700166667,2.24941666667;52.2706833333,2.24511666667;52.26675,2.2302;52.2363833333,2.11276666667;52.2335333333,2.10483333333;52.22545,2.01696666667;52.2186666667,1.94905;52.2185166667,1.94246666667;52.2167666667,1.92611666667;52.2158166667,1.92091666667;52.1926,1.69305;52.1969333333,1.67048333333;52.19635,1.67048333333;52.2045,1.64171666667;52.2032333333,1.6218",8,value
"34.8236688246,33.5994309635;34.8561677779,33.7719732443;34.9922952342,35.2514637555;34.9493076164,35.8282142938;34.8915098383,35.8731127021",1,value
"51.1171833333,-4.22063333333;51.1066666667,-4.28;51.0883333333,-4.41166666667;51.08375,-4.51666666667;51.0806666667,-4.54725;51.08125,-4.60666666667;51.0758333333,-4.642;51.076,-4.68083333333;51.0672166667,-4.73443333333;51.05945,-4.76083333333;51.05675,-4.77971666667;51.0536,-4.81933333333;51.0497666667,-4.84111666667;51.01,-4.98333333333;50.9833333333,-5.06021666667;50.9666666667,-5.10833333333;50.9270666667,-5.21666666667;50.90545,-5.28333333333;50.8958333333,-5.3075;50.8848166667,-5.3405;50.8819833333,-5.35391666667;50.8781166667,-5.36883333333;50.8564333333,-5.41666666667;50.8258333333,-5.46376666667;50.8227833333,-5.46736666667;50.81045,-5.47601666667;50.8069,-5.48043333333;50.8003166667,-5.49333333333;50.7925,-5.51608333333;50.7770333333,-5.57203333333;50.77545,-5.57595;50.7671166667,-5.5875;50.7656333333,-5.59083333333;50.76455,-5.59516666667;50.7620833333,-5.6272;50.7621333333,-5.64931666667;50.7666666667,-5.69491666667;50.77725,-5.76666666667;50.7828333333,-5.81666666667;50.7879666667,-5.87811666667;50.7879166667,-5.90833333333;50.7805,-5.98333333333;50.7673,-6.06666666667;50.7633333333,-6.1;50.7553666667,-6.15;50.7418,-6.25;50.7144166667,-6.36666666667;50.7,-6.41666666667;50.68365,-6.48333333333;50.6246,-6.67595;50.6010666667,-6.72586666667;50.5891166667,-6.74166666667;50.57375,-6.75536666667;50.5208333333,-6.7829;50.5071666667,-6.79483333333;50.5,-6.80408333333;50.4952,-6.81233333333;50.3979666667,-6.99316666667;50.3130333333,-7.10091666667;50.2833333333,-7.12966666667;50.2666666667,-7.1386;50.2469333333,-7.14346666667;50.2401666667,-7.14013333333;50.2333333333,-7.14233333333;50.16175,-7.12643333333;50.1289166667,-7.12643333333;50.0934333333,-7.13256666667;50.04215,-7.15708333333;50.0089333333,-7.18698333333;49.9529,-7.2672;49.9256666667,-7.30781666667;49.9050666667,-7.31648333333;49.8474166667,-7.35705;49.7942833333,-7.39076666667;49.7412333333,-7.41221666667;49.71905,-7.41646666667;49.2083333333,-7.40021666667;49.1920666667,-7.40381666667;49.0166666667,-7.48638333333;48.9806833333,-7.5093;48.9606333333,-7.51471666667;48.9463,-7.51403333333;48.9366666667,-7.51666666667;48.8833333333,-7.55;48.8166666667,-7.5842;48.7833333333,-7.59106666667;48.76455,-7.6;48.75,-7.61093333333;48.65,-7.65713333333;48.6,-7.6762;48.57,-7.68933333333;48.45,-7.70436666667;48.4333333333,-7.702;48.4166666667,-7.69666666667;48.4,-7.68653333333;48.3833333333,-7.67966666667;48.3764333333,-7.67513333333;48.3529666667,-7.64805;48.325,-7.62866666667;48.3037833333,-7.606;48.2978,-7.59913333333;48.2946,-7.59473333333;48.2887,-7.58333333333;48.2791666667,-7.57195;48.25095,-7.55286666667;48.2411666667,-7.545;48.2270333333,-7.527;48.2220333333,-7.51666666667;48.2125,-7.5;48.1971166667,-7.4794;48.1858333333,-7.46666666667;48.15685,-7.43666666667;48.0960833333,-7.3574;48.0833333333,-7.3398;48.0578,-7.30986666667;48.05,-7.29666666667;48.0455,-7.2848;48.0372,-7.272;48.0049166667,-7.23913333333;47.9833333333,-7.2262;47.954,-7.216;47.902,-7.21;47.80355,-7.23203333333;47.7961,-7.23661666667;47.7910166667,-7.24216666667;47.77405,-7.26658333333;47.7665833333,-7.28081666667;47.7612166667,-7.2873;47.7565166667,-7.2907;47.7452333333,-7.29498333333;47.7198,-7.29596666667;47.7140166667,-7.29453333333;47.7087333333,-7.29125;47.6989666667,-7.2811;47.6826833333,-7.25225;47.6711,-7.23788333333;47.6666333333,-7.23455;47.62045,-7.21886666667;47.5766,-7.1915;47.5672,-7.1826;47.5575,-7.17583333333;47.55,-7.17333333333;47.5366666667,-7.17146666667;47.5315833333,-7.1696;47.5212166667,-7.16666666667;47.5179333333,-7.1669;47.5162833333,-7.16538333333;47.5144666667,-7.1676;47.51,-7.17033333333;47.4936666667,-7.18683333333;47.4825,-7.19316666667;47.4499166667,-7.19891666667;47.4211666667,-7.19633333333;47.4120666667,-7.205;47.3798333333,-7.22483333333;47.36,-7.25113333333;47.2933333333,-7.295;47.2725,-7.325;47.2633333333,-7.37;47.2676833333,-7.46028333333;47.25,-7.56333333333;47.2153333333,-7.63333333333;47.1428833333,-7.70333333333;47.0437,-7.716;47.03595,-7.71071666667;47.0331666667,-7.71001666667;46.9583166667,-7.71378333333;46.9327,-7.6777;46.3304166667,-7.46723333333;46.3258,-7.4715;46.2247,-7.3871;46.0562,-7.1613;45.6404,-6.296;45.6374666667,-6.27588333333;45.5786,-6.08;45.5618,-5.328;45.5874,-5.22248333333;45.6079,-5.11211666667;45.6123,-5.112;45.6123,-4.92;45.5674,-4.7539;45.4888,-4.6349;44.6666666667,-3.93333333333;44.5429166667,-3.7939;44.5177833333,-3.79776666667;44.4658,-3.73703333333;44.4515666667,-3.72336666667;44.43595,-3.74665;44.4288666667,-3.75881666667;44.45015,-3.7218;44.4429666667,-3.71348333333;44.4257666667,-3.65503333333;44.3166666667,-3.54166666667;44.2257833333,-3.49593333333;44.1251833333,-3.46581666667;43.9979,-3.33218333333;43.87545,-3.12793333333;43.833,-3.1051;43.7927,-3.11325;43.7620166667,-3.1284;43.72465,-3.11963333333;43.71145,-3.12111666667;43.6953333333,-3.1275;43.68,-3.13016666667;43.6521166667,-3.13333333333;43.6433333333,-3.13696666667;43.6219833333,-3.15428333333;43.6091,-3.1611;43.59725,-3.16413333333;43.5846333333,-3.1641;43.5742,-3.16088333333;43.5621,-3.15371666667;43.5425666667,-3.1376;43.45,-3.05833333333;43.3868,-2.99736666667",7,value
"51.28145,-3.01511666667;51.2777,-3.03335;51.2737333333,-3.06075;51.2553166667,-3.11915;51.2529666667,-3.12918333333;51.24005,-3.33333333333;51.2398666667,-3.36668333333;51.2399333333,-3.41668333333;51.2446833333,-3.44248333333;51.2444166667,-3.4483;51.2428666667,-3.46276666667;51.2432833333,-3.46751666667;51.2429,-3.47046666667;51.2429333333,-3.48333333333;51.2401166667,-3.50833333333;51.2401166667,-3.525;51.2466666667,-3.58333333333;51.2547666667,-3.63456666667;51.2672666667,-3.75333333333;51.2699166667,-3.81666666667;51.2704,-3.85111666667;51.26945,-3.86666666667;51.2704,-3.87543333333;51.2773833333,-3.9;51.2802666667,-3.92385;51.2797,-4.04133333333;51.2775333333,-4.06055;51.2774666667,-4.08595;51.2805833333,-4.12105;51.2803166667,-4.13716666667;51.2775166667,-4.15981666667;51.27565,-4.21075;51.2760166667,-4.24178333333;51.27355,-4.37551666667;51.2716833333,-4.39458333333;51.2716833333,-4.41796666667;51.27425,-4.43731666667;51.2737333333,-4.48021666667;51.2712,-4.50305;51.26895,-4.62496666667;51.2675,-4.64;51.2698333333,-4.6715;51.2694333333,-4.68983333333;51.2668333333,-4.70291666667;51.2663166667,-4.71445;51.26235,-4.73755;51.2617,-4.74971666667;51.2628333333,-4.75943333333;51.2702,-4.78428333333;51.2710666667,-4.79336666667;51.2686666667,-4.82333333333;51.26235,-4.87041666667;51.2618333333,-4.93916666667;51.258,-5.01333333333;51.2604166667,-5.035;51.2601666667,-5.06466666667;51.2585,-5.08;51.2585,-5.09133333333;51.255,-5.11383333333;51.2536666667,-5.2;51.254,-5.28833333333;51.2550333333,-5.3294;51.2614,-5.373;51.26135,-5.38068333333;51.2592666667,-5.39165;51.2516166667,-5.41345;51.25055,-5.4206;51.2506666667,-5.42936666667;51.2545333333,-5.45083333333;51.25625,-5.46681666667;51.2583166667,-5.53561666667;51.2573833333,-5.56285;51.2595666667,-5.85423333333;51.2608333333,-5.88516666667;51.26115,-5.97363333333;51.2608833333,-6.027;51.2631666667,-6.33051666667;51.2623666667,-6.39271666667;51.26485,-6.42446666667;51.2642,-6.46741666667;51.2649833333,-6.5713;51.2618333333,-6.60451666667;51.208,-6.87661666667;51.19645,-6.93951666667;51.1203166667,-7.33075;51.1179833333,-7.36153333333;51.1133666667,-7.37918333333;51.1050666667,-7.39745;51.0710666667,-7.46083333333;51.0652333333,-7.4731;51.0558333333,-7.4979;51.0081333333,-7.6005;51.0015,-7.61653333333;50.9925166667,-7.63408333333;50.9017666667,-7.82895;50.8924833333,-7.8443;50.8814,-7.87265;50.8536,-7.93225;50.8473833333,-7.9494;50.8299,-7.98813333333;50.8278666667,-7.98743333333;50.8282666667,-7.98786666667;50.8292,-7.9896;50.8276166667,-7.9951;50.8093,-8.03425;50.8011333333,-8.04446666667;50.7767166667,-8.06426666667;50.7574666667,-8.07301666667;50.7269166667,-8.09696666667;50.7148,-8.11278333333;50.6709,-8.21105;50.6234666667,-8.30786666667;50.60645,-8.33058333333;50.5898666667,-8.36901666667;50.5658,-8.41808333333;50.5579333333,-8.4392;50.5186166667,-8.52026666667;50.5036333333,-8.54478333333;50.38475,-8.78643333333;50.3757666667,-8.80981666667;50.3607833333,-8.83508333333;50.3174833333,-8.903;50.2918,-8.9275;50.2749166667,-8.93881666667;50.2223666667,-8.95915;49.9,-9.038;49.8393333333,-9.047;49.7833333333,-9.06666666667;49.7465166667,-9.07546666667;49.6814833333,-9.11558333333;49.6392833333,-9.16333333333;49.62675,-9.18305;49.56945,-9.3081;49.5243833333,-9.46425;49.49275,-9.6543;49.485,-9.67888333333;49.4655333333,-9.71786666667;49.4401333333,-9.75;49.39315,-9.80305;49.3749166667,-9.81605;49.3704666667,-9.81728333333;49.3675333333,-9.81886666667;49.35,-9.82555;49.3041666667,-9.85;49.2666666667,-9.875;48.8979333333,-10.0910333333;48.8323,-10.1333333333;48.81545,-10.15;48.8046,-10.1583333333;48.725,-10.1959666667;48.68645,-10.2266666667;48.6703333333,-10.2371666667;48.6308,-10.2515;48.63215,-10.26035;48.63265,-10.2619333333;48.62125,-10.2525333333;48.6166666667,-10.2554166667;48.5833333333,-10.263;48.5666666667,-10.2729166667;48.542,-10.2779166667;48.5098333333,-10.274;48.4166666667,-10.2989166667;48.2933333333,-10.3416666667;48.245,-10.405;48.1915,-10.4411666667;48.0603,-10.6689666667;47.9826666667,-10.7479833333;47.9771333333,-10.7534166667;47.9354,-10.76785;47.0983333333,-11.0372;46.8675,-11.0372;46.5833333333,-11.2;46.2188666667,-11.3122333333;45.49545,-11.5318666667;45.4166666667,-11.5883333333;45.2614166667,-11.7423;45.1783166667,-11.7911333333;45.02945,-11.7864166667;44.9121666667,-11.8516833333;44.79975,-11.9706833333;44.5768833333,-12.0248;44.507,-12.0551833333;44.4747666667,-12.07295;44.4216333333,-12.1323833333;44.0833333333,-12.6266666667;43.4166666667,-13.0666666667;43.1675333333,-13.1944;42.7333,-13.2587833333;42.7302,-13.2582333333;42.35,-13.2333166667;41.775,-13.0946666667;40.85595,-12.875;40.1338333333,-12.7034;39.9732333333,-12.5572666667;39.89265,-12.5187666667;39.8893333333,-12.5178333333;39.5833333333,-12.5525;39.2925666667,-12.4478;38.9231166667,-12.2335333333;38.8991666667,-12.22805;38.8790166667,-12.2084166667;38.15,-11.7916666667;38.0166666667,-11.675;37.95,-11.5;37.95805,-11.3787833333;37.967,-11.3632166667;38.00775,-10.7108666667;38.0383333333,-10.6726666667;38.06,-10.5813666667;38.1082,-10.5805333333;38.1130666667,-10.5801;38.0619166667,-10.5727833333;38.0832333333,-10.4831166667;38.08625,-10.4836666667;38.1573166667,-10.4245666667;38.2939833333,-10.2722;38.42905,-10.0041833333;38.4944166667,-9.94776666667;38.5246833333,-9.88161666667;38.5786,-9.8395;38.6752833333,-9.73458333333;38.6918,-9.72373333333;38.69955,-9.71793333333;38.7060833333,-9.70995;38.7101833333,-9.7016;38.7177166667,-9.6789;38.7198,-9.66758333333;38.7197166667,-9.65831666667;38.71805,-9.64933333333;38.7137833333,-9.63918333333;38.7076166667,-9.63061666667;38.65,-9.55666666667;38.6298833333,-9.51355;38.6038333333,-9.41666666667;38.5996833333,-9.37058333333;38.6025,-9.31666666667;38.6034166667,-9.27563333333;38.6068833333,-9.23383333333;38.60635,-9.21148333333",3,value
"52.1747,-6.59338333333;52.1745166667,-6.59405;52.1751666667,-6.59436666667;52.1723333333,-6.6075;52.1555666667,-6.63183333333;52.1408333333,-6.66533333333;52.1202166667,-6.67915;52.1105,-6.69053333333;52.1012,-6.69766666667;52.0857,-6.70255;52.0774333333,-6.70806666667;52.05435,-6.70881666667;52.0283333333,-6.71333333333;51.7933333333,-6.555;51.7432333333,-6.49151666667;51.7379166667,-6.47033333333;51.7366,-6.4645;51.6453166667,-6.22401666667;51.6200166667,-6.15155;51.5833333333,-6.05833333333;51.5366666667,-5.98;51.4566666667,-5.71666666667;51.4508,-5.6315;51.4316666667,-5.36333333333;51.42175,-5.30185;51.41,-5.20816666667;51.4025,-5.20041666667;51.3991333333,-5.12231666667;51.3907833333,-5.05575;51.4081333333,-4.94105;51.4081333333,-4.92378333333;51.4091833333,-4.92206666667;51.4095166667,-4.9185;51.4099,-4.91895;51.4111333333,-4.92013333333;51.4158666667,-4.91535;51.4164333333,-4.91298333333;51.4190833333,-4.86841666667;51.4439333333,-4.70356666667;51.4486166667,-4.6846;51.4502,-4.6616;51.4716666667,-4.51666666667;51.4866666667,-4.33333333333;51.5113333333,-4.195;51.521,-4.185;51.5244833333,-4.185;51.5301833333,-4.18123333333;51.5339,-4.185;51.5435666667,-4.207;51.5442333333,-4.21023333333",3,value
"52.1763,-6.5929;52.1737833333,-6.61565;52.1702166667,-6.61661666667;52.1544666667,-6.65258333333;52.1236666667,-6.67313333333;52.1046166667,-6.68328333333;52.0965166667,-6.69121666667;52.0950666667,-6.69153333333;52.0917833333,-6.6939;52.08955,-6.69346666667;52.08955,-6.69378333333;52.0896666667,-6.69568333333;52.07735,-6.70398333333;52.0605333333,-6.69715;52.0,-6.66666666667;51.9060333333,-6.59143333333;51.8333333333,-6.53333333333;51.6666666667,-6.43333333333;51.3962833333,-6.37646666667;51.3247333333,-6.3615;51.3121666667,-6.35768333333;51.296,-6.35211666667;51.2843,-6.3531;51.0212833333,-6.29866666667;51.0019,-6.29468333333;50.9673833333,-6.2876;50.8304333333,-6.25956666667;50.80005,-6.25786666667;50.70535,-6.21301666667;50.7018666667,-6.21166666667;50.69755,-6.20963333333;50.69675,-6.20896666667;50.5446666667,-6.13733333333;50.47415,-6.10428333333;50.47135,-6.10031666667;50.4694333333,-6.10208333333;50.4687,-6.10211666667;50.4682333333,-6.10151666667;50.36085,-6.05158333333;50.3593166667,-6.05411666667;50.35925,-6.05435;50.3558666667,-6.05075;50.3542166667,-6.04823333333;50.33395,-6.0389;50.30435,-6.02378333333;50.3017,-6.0236;50.2787,-6.01543333333;50.2763,-6.01155;50.2739333333,-6.01353333333;50.2738166667,-6.0138;50.2730333333,-6.01081666667;50.2677333333,-6.00796666667;50.2634833333,-6.00785;50.2589,-6.00351666667;50.2155333333,-5.98398333333;50.2043333333,-5.97408333333;50.1867333333,-5.96776666667;50.1416833333,-5.89448333333;50.1173166667,-5.81816666667;50.0931,-5.7654;50.0925833333,-5.73158333333;50.0886666667,-5.71095;50.0889,-5.7097;50.0892833333,-5.70293333333;50.0819666667,-5.6932;50.0811166667,-5.69396666667;50.0801,-5.6943",3,value
"49.5033833333,-2.5334;49.5087166667,-2.52673333333;49.5137166667,-2.52273333333;49.5243833333,-2.5219;49.5323833333,-2.5324;49.5393833333,-2.5539;49.5422166667,-2.5579;49.5443,-2.56055;49.6429,-2.67526666667;49.6523833333,-2.68641666667;49.65905,-2.71141666667;49.6959333333,-2.75498333333;49.71855,-2.78211666667;49.7578833333,-2.82891666667;49.7943833333,-2.85908333333;49.80055,-2.87308333333;49.831,-2.91013333333;49.8447166667,-2.92608333333;49.89355,-2.98651666667;49.9833833333,-3.0966;49.9973333333,-3.11016666667;50.0073833333,-3.1201;50.05605,-3.1826;50.0775,-3.21538333333;50.0968833333,-3.24543333333;50.1122166667,-3.2511;50.23455,-3.40811666667;50.28305,-3.46811666667;50.3012,-3.55021666667;50.3052166667,-3.56978333333;50.3082166667,-3.58395;50.3117166667,-3.59178333333;50.3197166667,-3.61061666667",7,value
"54.3022833333,-5.55426666667;54.3018166667,-5.54015;54.2988333333,-5.53565;54.2930166667,-5.52243333333;54.2920833333,-5.51413333333;54.2891666667,-5.507;54.2835166667,-5.50133333333;54.2790833333,-5.376;54.2772166667,-5.36416666667;54.2756,-5.33021666667;54.27835,-5.30586666667;54.2759333333,-5.29081666667;54.2684166667,-5.09213333333;54.2539333333,-4.97321666667;54.25395,-4.96691666667;54.2539666667,-4.9567;54.24965,-4.94305;54.2454666667,-4.92963333333;54.2407166667,-4.89555;54.2432,-4.8776;54.24125,-4.8627;54.2351833333,-4.76783333333;54.2351833333,-4.75753333333;54.2358333333,-4.74981666667;54.2351833333,-4.74216666667;54.2351666667,-4.71843333333;54.23675,-4.69883333333;54.23625,-4.69766666667;54.2360333333,-4.69553333333;54.2351666667,-4.69283333333;54.2322833333,-4.6899;54.2246833333,-4.6929;54.22405,-4.6933;54.2241,-4.6925",5,value
"57.6704,-2.55263333333;57.6812666667,-2.5486;57.72505,-2.5387;57.7588833333,-2.54331666667;57.8667166667,-2.54768333333;57.8934333333,-2.54238333333;57.9338666667,-2.54401666667;57.96095,-2.54803333333;58.10975,-2.55403333333;58.1408833333,-2.54906666667;58.2030333333,-2.56393333333;58.24225,-2.56335;58.4180666667,-2.59485;58.45095,-2.60886666667;58.5392,-2.6233;58.5651166667,-2.62345;58.57215,-2.6244;58.5736,-2.62171666667;58.5737333333,-2.62151666667;58.5746666667,-2.6246;58.5751833333,-2.62521666667;58.5794166667,-2.62611666667;58.58085,-2.62685;58.5832666667,-2.63;58.5886,-2.6308;58.5901833333,-2.62876666667;58.59145,-2.62833333333;58.6124,-2.63165;58.6156,-2.63196666667;58.7104833333,-2.6487;58.7635166667,-2.73978333333;58.78325,-2.77826666667;58.8043166667,-2.81565;58.81035,-2.89011666667;58.8085833333,-2.91151666667",7,value
"58.8370166667,-2.90605;58.8383166667,-2.90078333333;58.8369,-2.88958333333;58.8398166667,-2.83998333333;58.8466333333,-2.80938333333;58.85155,-2.69533333333;58.8490166667,-2.66513333333;58.8485333333,-2.65733333333;58.8486833333,-2.65228333333;58.8496833333,-2.65158333333;58.8496,-2.65121666667;58.8485,-2.65008333333;58.84815,-2.6473;58.8484833333,-2.6443;58.84835,-2.58615;58.8735333333,-2.51721666667;58.8892166667,-2.48156666667;58.8936166667,-2.47941666667;58.89625,-2.46551666667;58.9038333333,-2.44816666667;58.9186166667,-2.40765;58.9310166667,-2.35905;58.9967666667,-2.17613333333;59.0174833333,-2.12361666667;59.0330166667,-2.08201666667;59.0711,-1.97346666667;59.0828333333,-1.9483;59.1387,-1.7823;59.1634833333,-1.71653333333;59.1851833333,-1.65021666667;59.20135,-1.6083;59.2096333333,-1.58338333333;59.2178333333,-1.55205;59.2325,-1.50806666667;59.2453833333,-1.47575;59.26925,-1.4143;59.2841833333,-1.36835;59.3246166667,-1.25121666667;59.3543,-1.24835;59.3847,-1.23238333333;59.40565,-1.24346666667;59.4197166667,-1.23615;59.4380333333,-1.22635;59.4584,-1.22123333333;59.4731333333,-1.22696666667;59.5460833333,-1.21635;59.5866666667,-1.21446666667;59.5938333333,-1.21333333333;59.6538166667,-1.20443333333;59.6578833333,-1.20455;59.6769833333,-1.20475;59.7339333333,-1.18873333333;59.7607666667,-1.18475;59.78785,-1.18615;59.8551166667,-1.17615;59.8687166667,-1.16785;59.87545,-1.16725;59.882,-1.16966666667;59.8984,-1.16558333333;59.9580833333,-1.22233333333;59.9886833333,-1.22276666667;59.9958333333,-1.22555",5,value
"60.0056,-1.3247;60.0084,-1.328;60.0121,-1.3293;60.0135,-1.3355;60.0137,-1.3635;60.0147,-1.4055;60.0243,-1.4985;60.0379,-1.6834;60.041,-1.7638;60.0497,-1.816;60.0566,-1.8947;60.0642,-1.9998;60.0716,-2.1047;60.1019,-2.1625;60.1243,-2.2;60.2287,-2.3992;60.2506,-2.4262;60.2725,-2.4757;60.2815,-2.4922;60.3068,-2.5312;60.3196,-2.5738;60.3205,-2.575;60.341,-2.607;60.3499,-2.6247;60.3551,-2.6307;60.3728,-2.6606;60.3765,-2.6696;60.3809,-2.6734;60.3867,-2.6882;60.4026,-2.7203;60.4067,-2.7274;60.4287,-2.7701;60.4366,-2.7928;60.5007,-2.9181;60.5046772557,-2.9260545114",4,value
"60.35045,-3.91266666667;60.3219,-3.85115;60.3124666667,-3.83576666667;60.3116166667,-3.83281666667;60.30925,-3.82945;60.2986,-3.80828333333;60.29415,-3.77688333333;60.31895,-3.67891666667;60.3227,-3.67293333333;60.3323,-3.63408333333;60.3366333333,-3.61305;60.3428333333,-3.59181666667;60.3481166667,-3.56343333333;60.37215,-3.46595;60.3814333333,-3.43105;60.4354333333,-3.21358333333;60.5046772557,-2.9260545114",4,value
"60.5046772557,-2.9260545114;60.5056,-2.9279",point,value
"60.5046772557,-2.9260545114;60.5075,-2.91433333333",3,value
"60.5113833333,-2.93298333333;60.5148833333,-2.94621666667;60.5822333333,-3.07836666667;60.59705,-3.0998;60.6105666667,-3.12643333333;60.62985,-3.17241666667;60.6488666667,-3.2107;60.6610666667,-3.2395;60.6619666667,-3.24246666667;60.6666333333,-3.25391666667;60.7051166667,-3.33031666667;60.7553,-3.4195;60.8000166667,-3.50693333333;60.8134166667,-3.53701666667;60.8335166667,-3.57448333333;60.8807833333,-3.67173333333;60.89835,-3.71203333333;60.90735,-3.73413333333;60.9156,-3.75333333333;60.9483666667,-3.81488333333;60.9556333333,-3.83113333333;60.9660333333,-3.85036666667;60.9731333333,-3.86835;61.0240333333,-3.96945;61.0894,-4.17833333333;61.1118,-4.2455;61.1324833333,-4.31746666667;61.1688,-4.43531666667;61.18485,-4.4795;61.2128833333,-4.57078333333;61.2264166667,-4.6234;61.2409,-4.67036666667;61.2576166667,-4.71483333333;61.2864166667,-4.81176666667;61.3073666667,-4.89085;61.32965,-4.96433333333;61.3320333333,-4.97303333333;61.33575,-4.9749;61.3381333333,-4.9753;61.3382,-4.97563333333;61.3379833333,-4.976;61.3373833333,-4.97608333333;61.3359,-4.98393333333;61.3359833333,-4.98536666667;61.3362833333,-4.98683333333;61.341,-5.00211666667;61.3564666667,-5.04825;61.3695666667,-5.09725;61.3836833333,-5.14495;61.3915166667,-5.16813333333;61.398,-5.19263333333;61.4168166667,-5.25645;61.4468833333,-5.3608;61.46165,-5.40781666667;61.609,-5.91331666667;61.6601166667,-6.0767;61.7006666667,-6.15315;61.7354,-6.1975;61.7594666667,-6.24616666667;61.7825166667,-6.27586666667;61.7950166667,-6.28366666667;61.8133333333,-6.3079;61.83465,-6.34276666667;61.869,-6.38791666667;61.8946833333,-6.40831666667;61.9399666667,-6.46853333333;61.9552166667,-6.49855;61.9628,-6.50895;61.9661666667,-6.51621666667;61.9825,-6.54915;61.9958166667,-6.56388333333;62.0025166667,-6.58678333333;62.00965,-6.60468333333;62.02615,-6.6319;62.0328166667,-6.695;62.0359,-6.70808333333;62.03715,-6.71591666667;62.0405333333,-6.72333333333;62.04875,-6.76406666667;62.0486,-6.77051666667;62.0468666667,-6.7716",6,value
"60.6877166667,-2.54406666667;60.68735,-2.5446;60.6773,-2.5287;60.6460166667,-2.50633333333;60.62195,-2.485;60.61045,-2.48733333333;60.58535,-2.58793333333;60.5811666667,-2.609;60.54955,-2.73991666667;60.5230833333,-2.86325;60.5161166667,-2.88025;60.5129,-2.89578333333;60.5105833333,-2.9348;60.50965,-2.93385;60.5085333333,-2.92908333333",3,value
